source_id,target_id,src_profile,tgt_profile,relationship_level,tweet_id
3327,1199,"Feature_Vector: [1.0, 1.0, 0.0, 0.5032330751419067, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.35346007347106934, 0.0]",1,tweet_1199_412296
5034,2893,"Feature_Vector: [1.0, 1.0, 0.0, 0.1792914718389511, 1.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.6793380975723267, 0.0]",1,tweet_2893_473633
3290,8296,"Feature_Vector: [1.0, 0.0, 0.0, 0.4445568025112152, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.8148944973945618, 0.0]",1,tweet_8296_818663
4076,7951,"Feature_Vector: [1.0, 1.0, 0.0, 0.27008870244026184, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2894057631492615, 0.0]",1,tweet_7951_436002
4446,1191,"Feature_Vector: [1.0, 1.0, 0.0, 0.46577128767967224, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.38936492800712585, 0.0]",1,tweet_1191_122092
5778,8248,"Feature_Vector: [1.0, 1.0, 0.0, 0.16306175291538239, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.20810995995998383, 0.0]",1,tweet_8248_497087
6168,2462,"Feature_Vector: [1.0, 1.0, 0.0, 0.3141409158706665, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.23886920511722565, 0.0]",1,tweet_2462_174509
9131,9131,"Feature_Vector: [0.0, 0.0, 0.0, 0.3274995684623718, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.3274995684623718, 0.0]",1,tweet_9131_942074
2923,4976,"Feature_Vector: [1.0, 1.0, 0.0, 0.32999253273010254, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.6902287602424622, 0.0]",1,tweet_4976_394186
7595,7595,"Feature_Vector: [1.0, 0.0, 0.0, 0.5008533596992493, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.5008533596992493, 0.0]",1,tweet_7595_912564
1316,1316,"Feature_Vector: [1.0, 1.0, 0.0, 0.2671949863433838, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2671949863433838, 0.0]",1,tweet_1316_774829
8543,3139,"Feature_Vector: [1.0, 1.0, 0.0, 0.3542058765888214, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.3759039342403412, 0.0]",1,tweet_3139_737926
9177,9392,"Feature_Vector: [0.0, 0.0, 0.0, 0.4350508451461792, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5101978778839111, 0.0]",1,tweet_9392_253918
4488,8545,"Feature_Vector: [1.0, 1.0, 0.0, 0.41960689425468445, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3326908349990845, 0.0]",1,tweet_8545_123867
7465,1455,"Feature_Vector: [1.0, 1.0, 0.0, 0.3412986993789673, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3342198133468628, 0.0]",1,tweet_1455_558580
3639,3639,"Feature_Vector: [1.0, 1.0, 0.0, 0.3891374468803406, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3891374468803406, 0.0]",1,tweet_3639_828961
1531,4419,"Feature_Vector: [1.0, 1.0, 0.0, 0.31058600544929504, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.6949173808097839, 0.0]",1,tweet_4419_342895
2158,6994,"Feature_Vector: [1.0, 1.0, 0.0, 0.38463127613067627, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.21839572489261627, 0.0]",1,tweet_6994_365418
2327,2327,"Feature_Vector: [1.0, 1.0, 0.0, 0.3227142095565796, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3227142095565796, 0.0]",1,tweet_2327_800436
8141,3867,"Feature_Vector: [1.0, 1.0, 0.0, 0.43074944615364075, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.35378092527389526, 0.0]",1,tweet_3867_226968
4081,2300,"Feature_Vector: [1.0, 1.0, 0.0, 0.2492910772562027, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5672848224639893, 0.0]",1,tweet_2300_436339
8954,3663,"Feature_Vector: [1.0, 1.0, 0.0, 0.30679193139076233, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3789200186729431, 0.0]",1,tweet_3663_248690
3532,6347,"Feature_Vector: [0.0, 0.0, 0.0, 0.5156269073486328, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.48386338353157043, 0.0]",1,tweet_6347_689774
9017,1508,"Feature_Vector: [1.0, 1.0, 0.0, 0.3143558204174042, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.673152506351471, 0.0]",1,tweet_1508_611327
10014,3527,"Feature_Vector: [1.0, 1.0, 0.0, 0.5324827432632446, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.45504137873649597, 0.0]",1,tweet_3527_650648
2601,8314,"Feature_Vector: [1.0, 1.0, 0.0, 0.45254164934158325, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.39234939217567444, 0.0]",1,tweet_8314_72050
7508,644,"Feature_Vector: [1.0, 0.0, 0.0, 0.27673348784446716, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5555992126464844, 0.0]",1,tweet_644_559931
1861,5099,"Feature_Vector: [1.0, 1.0, 0.0, 0.29137393832206726, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6446264982223511, 0.0]",1,tweet_5099_356764
8417,8867,"Feature_Vector: [1.0, 1.0, 0.0, 0.38786962628364563, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.6081048250198364, 0.0]",1,tweet_8867_232783
898,10144,"Feature_Vector: [1.0, 0.0, 1.0, 0.5635563731193542, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.20057672262191772, 1.0]",1,tweet_10144_317976
9785,9079,"Feature_Vector: [1.0, 1.0, 0.0, 0.3590705692768097, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5973740220069885, 0.0]",1,tweet_9079_957134
2397,4457,"Feature_Vector: [1.0, 1.0, 0.0, 0.30605122447013855, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4762009084224701, 0.0]",1,tweet_4457_375729
1757,5753,"Feature_Vector: [1.0, 1.0, 0.0, 0.3695824444293976, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.30728039145469666, 0.0]",1,tweet_5753_47556
3142,572,"Feature_Vector: [1.0, 1.0, 0.0, 0.2877114713191986, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3800693154335022, 0.0]",1,tweet_572_403386
8235,8963,"Feature_Vector: [1.0, 1.0, 0.0, 0.35993775725364685, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2986243963241577, 0.0]",1,tweet_8963_584305
4450,1975,"Feature_Vector: [1.0, 1.0, 0.0, 0.4428674578666687, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4324408173561096, 0.0]",1,tweet_1975_122651
2695,7574,"Feature_Vector: [1.0, 1.0, 0.0, 0.3752517104148865, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.42413529753685, 0.0]",1,tweet_7574_387427
5534,1035,"Feature_Vector: [0.0, 0.0, 0.0, 0.6296940445899963, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4276401400566101, 0.0]",1,tweet_1035_490475
9177,9177,"Feature_Vector: [0.0, 0.0, 0.0, 0.4350508451461792, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.4350508451461792, 0.0]",1,tweet_9177_943365
7269,7269,"Feature_Vector: [1.0, 1.0, 0.0, 0.4214363992214203, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4214363992214203, 0.0]",1,tweet_7269_907648
5865,710,"Feature_Vector: [1.0, 1.0, 0.0, 0.39446258544921875, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4293700158596039, 0.0]",1,tweet_710_499999
9540,2609,"Feature_Vector: [1.0, 1.0, 0.0, 0.4228333532810211, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.544063925743103, 0.0]",1,tweet_2609_265372
9533,4858,"Feature_Vector: [1.0, 1.0, 0.0, 0.4570772349834442, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.43587809801101685, 0.0]",1,tweet_4858_630445
5432,4633,"Feature_Vector: [1.0, 1.0, 0.0, 0.3225289285182953, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.46397024393081665, 0.0]",1,tweet_4633_487444
5238,7348,"Feature_Vector: [1.0, 1.0, 0.0, 0.42298993468284607, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3711717128753662, 0.0]",1,tweet_7348_481426
2302,2302,"Feature_Vector: [1.0, 1.0, 0.0, 0.5559972524642944, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5559972524642944, 0.0]",1,tweet_2302_797330
5871,5871,"Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]",1,tweet_5871_878744
5912,6804,"Feature_Vector: [1.0, 1.0, 0.0, 0.47838640213012695, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3400883078575134, 1.0]",3,tweet_6804_1186662
10149,10149,"Feature_Vector: [1.0, 1.0, 0.0, 0.4050242006778717, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4050242006778717, 0.0]",1,tweet_10149_971377
9902,8940,"Feature_Vector: [1.0, 1.0, 0.0, 0.4552888870239258, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.5120919942855835, 0.0]",1,tweet_8940_646271
9961,2870,"Feature_Vector: [1.0, 0.0, 0.0, 0.41646620631217957, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4668450653553009, 0.0]",1,tweet_2870_279835
7880,7880,"Feature_Vector: [1.0, 0.0, 1.0, 0.5543941855430603, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5543941855430603, 0.0]",1,tweet_7880_919405
3440,8540,"Feature_Vector: [0.0, 0.0, 0.0, 0.35409992933273315, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6127685308456421, 0.0]",1,tweet_8540_999348
7095,5841,"Feature_Vector: [0.0, 0.0, 0.0, 0.45960062742233276, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.5068193674087524, 0.0]",1,tweet_5841_199307
2972,6619,"Feature_Vector: [1.0, 1.0, 0.0, 0.2592359483242035, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3065461218357086, 0.0]",3,tweet_6619_1128063
45,4457,"Feature_Vector: [0.0, 0.0, 0.0, 0.4596169590950012, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4762009084224701, 0.0]",3,tweet_4457_1048890
5200,2297,"Feature_Vector: [1.0, 1.0, 0.0, 0.3580910861492157, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.34922969341278076, 0.0]",1,tweet_2297_479364
3527,4923,"Feature_Vector: [1.0, 1.0, 0.0, 0.45504137873649597, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4348737895488739, 0.0]",1,tweet_4923_417415
4476,4476,"Feature_Vector: [0.0, 0.0, 1.0, 0.7977245450019836, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.7977245450019836, 0.0]",1,tweet_4476_1007104
5871,5871,"Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.486001580953598, 0.0]",1,tweet_5871_879114
4260,3956,"Feature_Vector: [1.0, 1.0, 0.0, 0.33406877517700195, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3400883078575134, 0.0]",1,tweet_3956_118009
8479,8479,"Feature_Vector: [1.0, 0.0, 1.0, 0.5086915493011475, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5086915493011475, 0.0]",1,tweet_8479_931650
3557,8007,"Feature_Vector: [1.0, 1.0, 0.0, 0.3529212176799774, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.20371171832084656, 0.0]",1,tweet_8007_419188
8226,3610,"Feature_Vector: [1.0, 0.0, 0.0, 0.33299997448921204, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4134003520011902, 0.0]",1,tweet_3610_583827
3189,4018,"Feature_Vector: [1.0, 1.0, 0.0, 0.42900577187538147, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2799813449382782, 0.0]",3,tweet_4018_1305421
5170,5170,"Feature_Vector: [0.0, 0.0, 0.0, 0.4562508761882782, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.4562508761882782, 0.0]",1,tweet_5170_861426
2093,2093,"Feature_Vector: [1.0, 1.0, 0.0, 0.3635488450527191, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3635488450527191, 0.0]",1,tweet_2093_792836
7104,2893,"Feature_Vector: [0.0, 0.0, 0.0, 0.3478250801563263, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.6793380975723267, 0.0]",1,tweet_2893_546148
3602,3602,"Feature_Vector: [1.0, 1.0, 0.0, 0.3744441866874695, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3744441866874695, 0.0]",1,tweet_3602_1001433
6502,10089,"Feature_Vector: [1.0, 1.0, 0.0, 0.4265056848526001, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.44819244742393494, 0.0]",1,tweet_10089_526457
921,2893,"Feature_Vector: [1.0, 1.0, 0.0, 0.3357084393501282, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.6793380975723267, 0.0]",1,tweet_2893_768637
4678,8660,"Feature_Vector: [1.0, 1.0, 0.0, 0.17438268661499023, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5584698915481567, 0.0]",1,tweet_8660_701452
5347,7547,"Feature_Vector: [1.0, 1.0, 0.0, 0.16611197590827942, 1.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.13527844846248627, 0.0]",2,tweet_7547_1346079
578,4559,"Feature_Vector: [1.0, 1.0, 0.0, 0.24505792558193207, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.6447904706001282, 0.0]",2,tweet_4559_1236265
8417,8417,"Feature_Vector: [1.0, 1.0, 0.0, 0.38786962628364563, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.38786962628364563, 0.0]",1,tweet_8417_930647
4324,3962,"Feature_Vector: [1.0, 0.0, 1.0, 0.547912061214447, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5622205138206482, 0.0]",1,tweet_3962_443279
1367,3517,"Feature_Vector: [0.0, 0.0, 0.0, 0.3741476535797119, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.33701542019844055, 0.0]",2,tweet_3517_1261346
731,6412,"Feature_Vector: [0.0, 0.0, 0.0, 0.514631450176239, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2977674603462219, 0.0]",1,tweet_6412_18007
4472,4787,"Feature_Vector: [1.0, 1.0, 0.0, 0.17689046263694763, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.2714817523956299, 0.0]",3,tweet_4787_1162074
7815,9626,"Feature_Vector: [1.0, 1.0, 0.0, 0.27631404995918274, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3027241826057434, 0.0]",1,tweet_9626_218770
3627,1570,"Feature_Vector: [1.0, 1.0, 0.0, 0.27714985609054565, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5107550024986267, 0.0]",1,tweet_1570_421113
618,9929,"Feature_Vector: [1.0, 0.0, 0.0, 0.31349119544029236, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.5829850435256958, 0.0]",2,tweet_9929_1238177
658,4593,"Feature_Vector: [1.0, 0.0, 0.0, 0.45827779173851013, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5308657884597778, 0.0]",1,tweet_4593_16428
4704,4704,"Feature_Vector: [1.0, 1.0, 0.0, 0.3166674077510834, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3166674077510834, 0.0]",1,tweet_4704_854038
9540,5246,"Feature_Vector: [1.0, 1.0, 0.0, 0.4228333532810211, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.31172114610671997, 0.0]",1,tweet_5246_630990
6706,9869,"Feature_Vector: [1.0, 1.0, 0.0, 0.3451554775238037, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5301074981689453, 0.0]",1,tweet_9869_188572
7277,3316,"Feature_Vector: [1.0, 1.0, 0.0, 0.4428894519805908, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.38099852204322815, 0.0]",1,tweet_3316_203768
7831,7831,"Feature_Vector: [1.0, 1.0, 0.0, 0.43074944615364075, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.43074944615364075, 0.0]",1,tweet_7831_917718
4151,3548,"Feature_Vector: [1.0, 1.0, 0.0, 0.22291137278079987, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.43932899832725525, 0.0]",1,tweet_3548_439119
6780,4968,"Feature_Vector: [1.0, 1.0, 0.0, 0.4892529249191284, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.38769450783729553, 0.0]",1,tweet_4968_190402
1278,4342,"Feature_Vector: [1.0, 1.0, 0.0, 0.16900572180747986, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5981504917144775, 0.0]",1,tweet_4342_667298
4791,5845,"Feature_Vector: [1.0, 1.0, 0.0, 0.24281595647335052, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3346705436706543, 0.0]",3,tweet_5845_1168560
1811,1811,"Feature_Vector: [1.0, 1.0, 0.0, 0.39694780111312866, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.39694780111312866, 0.0]",1,tweet_1811_785318
4365,3962,"Feature_Vector: [1.0, 1.0, 0.0, 0.35182785987854004, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5622205138206482, 0.0]",1,tweet_3962_845168
5522,9839,"Feature_Vector: [1.0, 0.0, 0.0, 0.3174850344657898, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.44060203433036804, 0.0]",1,tweet_9839_490119
8290,1781,"Feature_Vector: [1.0, 1.0, 0.0, 0.25808456540107727, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3288428485393524, 0.0]",1,tweet_1781_586136
4135,2011,"Feature_Vector: [1.0, 1.0, 0.0, 0.3727174401283264, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4469587206840515, 0.0]",1,tweet_2011_438551
2027,2358,"Feature_Vector: [1.0, 1.0, 0.0, 0.5355797410011292, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.49897387623786926, 0.0]",1,tweet_2358_360904
2027,8366,"Feature_Vector: [1.0, 1.0, 0.0, 0.5355797410011292, 0.0]","Feature_Vector: [0.0, 0.0, 1.0, 0.6133937239646912, 0.0]",1,tweet_8366_791575
7880,7880,"Feature_Vector: [1.0, 0.0, 1.0, 0.5543941855430603, 0.0]","Feature_Vector: [1.0, 0.0, 1.0, 0.5543941855430603, 0.0]",1,tweet_7880_919569
498,10064,"Feature_Vector: [1.0, 0.0, 0.0, 0.31888797879219055, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.44487595558166504, 0.0]",3,tweet_10064_1233634
8394,1575,"Feature_Vector: [1.0, 1.0, 0.0, 0.3523772060871124, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5012218356132507, 0.0]",1,tweet_1575_232312
2597,2597,"Feature_Vector: [1.0, 1.0, 0.0, 0.32783839106559753, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.32783839106559753, 0.0]",1,tweet_2597_805617
2710,3879,"Feature_Vector: [1.0, 1.0, 0.0, 0.27460435032844543, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.25509893894195557, 0.0]",2,tweet_3879_1122698
2266,8909,"Feature_Vector: [1.0, 1.0, 0.0, 0.23720981180667877, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.25866320729255676, 0.0]",1,tweet_8909_989349
5904,6219,"Feature_Vector: [1.0, 1.0, 0.0, 0.46290144324302673, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.41220158338546753, 0.0]",1,tweet_6219_502473
6463,1109,"Feature_Vector: [1.0, 1.0, 0.0, 0.36990389227867126, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3301548957824707, 0.0]",1,tweet_1109_182551
3271,3214,"Feature_Vector: [1.0, 1.0, 0.0, 0.29747888445854187, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3731729984283447, 0.0]",1,tweet_3214_408668
4563,6473,"Feature_Vector: [1.0, 1.0, 0.0, 0.3281751871109009, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.25194641947746277, 0.0]",1,tweet_6473_126307
204,448,"Feature_Vector: [1.0, 1.0, 0.0, 0.4435449540615082, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4155816435813904, 0.0]",3,tweet_448_1053984
1528,8124,"Feature_Vector: [1.0, 1.0, 0.0, 0.38681069016456604, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3412986993789673, 0.0]",1,tweet_8124_41224
714,5467,"Feature_Vector: [0.0, 0.0, 0.0, 0.39559194445610046, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.47621309757232666, 0.0]",3,tweet_5467_1241553
6883,4377,"Feature_Vector: [1.0, 1.0, 0.0, 0.34300243854522705, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.36461499333381653, 0.0]",1,tweet_4377_896266
7373,6970,"Feature_Vector: [1.0, 1.0, 0.0, 0.4509640336036682, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.36827796697616577, 0.0]",1,tweet_6970_206305
3873,3873,"Feature_Vector: [1.0, 1.0, 0.0, 0.6049335598945618, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.6049335598945618, 0.0]",1,tweet_3873_836476
4072,6899,"Feature_Vector: [1.0, 1.0, 0.0, 0.27838078141212463, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3021944463253021, 0.0]",1,tweet_6899_112447
1528,4964,"Feature_Vector: [1.0, 1.0, 0.0, 0.38681069016456604, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3013904392719269, 0.0]",3,tweet_4964_1092141
1800,7995,"Feature_Vector: [1.0, 1.0, 0.0, 0.37279361486434937, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.26517993211746216, 0.0]",3,tweet_7995_1100645
5733,8104,"Feature_Vector: [1.0, 1.0, 0.0, 0.25259116291999817, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5237593054771423, 0.0]",1,tweet_8104_711559
9179,6006,"Feature_Vector: [1.0, 1.0, 0.0, 0.3554619550704956, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.20950300991535187, 0.0]",1,tweet_6006_253984
4233,3214,"Feature_Vector: [0.0, 0.0, 1.0, 0.45695748925209045, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3731729984283447, 0.0]",1,tweet_3214_117087
2248,10136,"Feature_Vector: [1.0, 1.0, 0.0, 0.38597312569618225, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.36237064003944397, 0.0]",3,tweet_10136_1110328
786,3073,"Feature_Vector: [1.0, 1.0, 0.0, 0.3681127727031708, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.30989378690719604, 0.0]",1,tweet_3073_975886
6903,9488,"Feature_Vector: [1.0, 1.0, 0.0, 0.5009790658950806, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4421149492263794, 0.0]",1,tweet_9488_539064
9330,5534,"Feature_Vector: [1.0, 1.0, 0.0, 0.39186280965805054, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.6296940445899963, 0.0]",1,tweet_5534_620907
1324,4928,"Feature_Vector: [1.0, 1.0, 0.0, 0.2666979134082794, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.44689735770225525, 0.0]",1,tweet_4928_333227
7692,8574,"Feature_Vector: [1.0, 0.0, 0.0, 0.6612691283226013, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.623883843421936, 0.0]",3,tweet_8574_1375021
8972,5248,"Feature_Vector: [1.0, 1.0, 0.0, 0.3196742534637451, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.40296614170074463, 0.0]",1,tweet_5248_742029
3153,4930,"Feature_Vector: [1.0, 1.0, 0.0, 0.6031721234321594, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.4266816973686218, 0.0]",3,tweet_4930_1132536
1734,9423,"Feature_Vector: [1.0, 1.0, 0.0, 0.31728172302246094, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.37225815653800964, 0.0]",2,tweet_9423_1098584
652,8540,"Feature_Vector: [1.0, 0.0, 1.0, 0.6229747533798218, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.6127685308456421, 0.0]",1,tweet_8540_309688
4694,9678,"Feature_Vector: [1.0, 1.0, 0.0, 0.3756149709224701, 0.0]","Feature_Vector: [1.0, 1.0, 1.0, 0.5225569009780884, 0.0]",1,tweet_9678_459502
6511,1442,"Feature_Vector: [1.0, 1.0, 0.0, 0.466063529253006, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.46704593300819397, 0.0]",1,tweet_1442_719345
110,110,"Feature_Vector: [1.0, 1.0, 0.0, 0.3647029399871826, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.3647029399871826, 0.0]",1,tweet_110_756246
9025,9926,"Feature_Vector: [1.0, 0.0, 0.0, 0.4574689567089081, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.12395750731229782, 1.0]",3,tweet_9926_1383082
6590,1605,"Feature_Vector: [1.0, 1.0, 0.0, 0.36050859093666077, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.32064196467399597, 0.0]",1,tweet_1605_529632
4132,5594,"Feature_Vector: [1.0, 1.0, 0.0, 0.30703669786453247, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5511059165000916, 0.0]",1,tweet_5594_438328
3184,6138,"Feature_Vector: [1.0, 0.0, 1.0, 0.5166110992431641, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.18159447610378265, 0.0]",3,tweet_6138_1305279
3782,4299,"Feature_Vector: [0.0, 0.0, 0.0, 0.3635488450527191, 0.0]","Feature_Vector: [1.0, 0.0, 0.0, 0.33206745982170105, 0.0]",2,tweet_4299_1317054
8141,5288,"Feature_Vector: [1.0, 1.0, 0.0, 0.43074944615364075, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.40498119592666626, 0.0]",1,tweet_5288_227067
4351,5534,"Feature_Vector: [1.0, 1.0, 0.0, 0.3878113031387329, 0.0]","Feature_Vector: [0.0, 0.0, 0.0, 0.6296940445899963, 0.0]",1,tweet_5534_1005982
5854,2300,"Feature_Vector: [1.0, 1.0, 0.0, 0.27838078141212463, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.5672848224639893, 0.0]",1,tweet_2300_499551
9053,1438,"Feature_Vector: [1.0, 1.0, 0.0, 0.3024599552154541, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.32867667078971863, 0.0]",1,tweet_1438_251008
3965,9684,"Feature_Vector: [1.0, 1.0, 0.0, 0.35658925771713257, 0.0]","Feature_Vector: [1.0, 1.0, 0.0, 0.21839572489261627, 0.0]",1,tweet_9684_432111
