source_id,target_id,mediator_ids,full_path,hop_count
123,652,"[2944, 9440]","[123, 2944, 9440, 652]",3
7797,1575,"[8888, 4175, 3983, 5176, 9124]","[7797, 8888, 4175, 3983, 5176, 9124, 1575]",6
2604,4104,"[8348, 9601, 71, 421]","[2604, 8348, 9601, 71, 421, 4104]",5
1524,7955,"[2398, 5083, 5614]","[1524, 2398, 5083, 5614, 7955]",4
3717,9816,"[8479, 7979, 8556, 7827, 2601]","[3717, 8479, 7979, 8556, 7827, 2601, 9816]",6
19,4405,"[407, 8820, 2934, 8321, 1578]","[19, 407, 8820, 2934, 8321, 1578, 4405]",6
889,1959,"[4277, 8508, 9319, 6249, 9454]","[889, 4277, 8508, 9319, 6249, 9454, 1959]",6
9010,9115,"[800, 3873, 643]","[9010, 800, 3873, 643, 9115]",4
1358,6718,"[9022, 9092, 9560, 10174, 8603]","[1358, 9022, 9092, 9560, 10174, 8603, 6718]",6
4217,4033,"[4902, 7900]","[4217, 4902, 7900, 4033]",3
2276,8824,"[8215, 9913, 9951, 8461]","[2276, 8215, 9913, 9951, 8461, 8824]",5
2070,3983,"[10162, 9300, 9525, 7827, 1031]","[2070, 10162, 9300, 9525, 7827, 1031, 3983]",6
3066,9714,"[7568, 2180, 7707, 9511]","[3066, 7568, 2180, 7707, 9511, 9714]",5
4629,5972,"[5880, 8935, 9506, 3487]","[4629, 5880, 8935, 9506, 3487, 5972]",5
4215,4983,"[9046, 3844]","[4215, 9046, 3844, 4983]",3
4853,9743,"[4921, 8253, 9454, 834]","[4853, 4921, 8253, 9454, 834, 9743]",5
5740,5237,"[171, 8148, 4585, 7851, 2020]","[5740, 171, 8148, 4585, 7851, 2020, 5237]",6
3100,7853,"[4218, 5796]","[3100, 4218, 5796, 7853]",3
2278,3584,"[4670, 5752, 7877, 3298]","[2278, 4670, 5752, 7877, 3298, 3584]",5
154,6295,"[994, 5771]","[154, 994, 5771, 6295]",3
7164,3983,"[8715, 9619, 834, 6666, 6555]","[7164, 8715, 9619, 834, 6666, 6555, 3983]",6
2697,10044,"[6574, 6520]","[2697, 6574, 6520, 10044]",3
6561,9779,"[3417, 4104, 8522, 8545, 1759]","[6561, 3417, 4104, 8522, 8545, 1759, 9779]",6
7435,6691,"[9819, 8084, 9815, 4342, 7653]","[7435, 9819, 8084, 9815, 4342, 7653, 6691]",6
5114,1527,"[5241, 2860]","[5114, 5241, 2860, 1527]",3
9851,876,"[4005, 6872]","[9851, 4005, 6872, 876]",3
4637,8148,"[9844, 462, 4788, 1779, 5761]","[4637, 9844, 462, 4788, 1779, 5761, 8148]",6
8763,8217,"[8821, 9947, 487, 6627]","[8763, 8821, 9947, 487, 6627, 8217]",5
5046,2466,"[3441, 3023, 2867]","[5046, 3441, 3023, 2867, 2466]",4
2191,9373,"[1350, 8452, 3544, 9195, 7979]","[2191, 1350, 8452, 3544, 9195, 7979, 9373]",6
4411,10196,"[9032, 9855, 9944, 10156]","[4411, 9032, 9855, 9944, 10156, 10196]",5
6122,9817,"[8366, 6780, 4630]","[6122, 8366, 6780, 4630, 9817]",4
5150,4866,"[9579, 7770, 675, 1311]","[5150, 9579, 7770, 675, 1311, 4866]",5
4055,3691,"[8504, 7335, 2202, 5860]","[4055, 8504, 7335, 2202, 5860, 3691]",5
3383,311,"[5238, 2675, 461, 8321]","[3383, 5238, 2675, 461, 8321, 311]",5
4280,8824,"[6670, 8949, 9760]","[4280, 6670, 8949, 9760, 8824]",4
918,8831,"[7700, 1578, 626, 3292, 7949]","[918, 7700, 1578, 626, 3292, 7949, 8831]",6
5022,9763,"[6690, 7285]","[5022, 6690, 7285, 9763]",3
8354,10186,"[8529, 9689, 4976, 8791, 9850]","[8354, 8529, 9689, 4976, 8791, 9850, 10186]",6
8613,9126,"[9471, 1107, 2166, 10175, 3632]","[8613, 9471, 1107, 2166, 10175, 3632, 9126]",6
2358,7568,"[1914, 2090, 6355]","[2358, 1914, 2090, 6355, 7568]",4
8524,1356,"[9908, 8250, 5241]","[8524, 9908, 8250, 5241, 1356]",4
9118,9894,"[2208, 8140, 8763]","[9118, 2208, 8140, 8763, 9894]",4
8464,505,"[283, 1492, 5241, 2250]","[8464, 283, 1492, 5241, 2250, 505]",5
5478,5944,"[8639, 9608, 3769, 74]","[5478, 8639, 9608, 3769, 74, 5944]",5
8010,5875,"[2379, 3078, 8818]","[8010, 2379, 3078, 8818, 5875]",4
7835,1786,"[8847, 8442, 9489]","[7835, 8847, 8442, 9489, 1786]",4
9970,5417,"[6082, 8464]","[9970, 6082, 8464, 5417]",3
5311,10006,"[9918, 6539, 8966]","[5311, 9918, 6539, 8966, 10006]",4
3747,2028,"[5116, 8055, 8399]","[3747, 5116, 8055, 8399, 2028]",4
1090,56,"[5036, 3047, 10152]","[1090, 5036, 3047, 10152, 56]",4
5202,3340,"[9120, 5696, 10171, 3714, 5707]","[5202, 9120, 5696, 10171, 3714, 5707, 3340]",6
1677,6295,"[3400, 9526, 5327]","[1677, 3400, 9526, 5327, 6295]",4
8701,4814,"[9454, 45, 7552, 9052, 4615]","[8701, 9454, 45, 7552, 9052, 4615, 4814]",6
7777,5417,"[8056, 9120, 3321]","[7777, 8056, 9120, 3321, 5417]",4
5257,9805,"[1562, 5827, 4991, 9377]","[5257, 1562, 5827, 4991, 9377, 9805]",5
5543,2893,"[9917, 4233, 1497, 2221, 9848]","[5543, 9917, 4233, 1497, 2221, 9848, 2893]",6
7312,3632,"[2416, 6583, 8853]","[7312, 2416, 6583, 8853, 3632]",4
1562,3712,"[5067, 5620, 1914]","[1562, 5067, 5620, 1914, 3712]",4
8045,454,"[9678, 2934, 8668, 225, 9373]","[8045, 9678, 2934, 8668, 225, 9373, 454]",6
9961,6070,"[8378, 1369, 560, 3825]","[9961, 8378, 1369, 560, 3825, 6070]",5
1214,311,"[9913, 9963]","[1214, 9913, 9963, 311]",3
2184,9869,"[2571, 3678, 1875, 6168]","[2184, 2571, 3678, 1875, 6168, 9869]",5
4732,8149,"[6771, 7310, 7574]","[4732, 6771, 7310, 7574, 8149]",4
8912,5530,"[3324, 8873, 8797, 2893]","[8912, 3324, 8873, 8797, 2893, 5530]",5
2023,8640,"[4948, 9518, 9690, 6849]","[2023, 4948, 9518, 9690, 6849, 8640]",5
4902,2516,"[1628, 2260, 7714]","[4902, 1628, 2260, 7714, 2516]",4
4773,9944,"[8575, 9840]","[4773, 8575, 9840, 9944]",3
8881,7506,"[3873, 7248]","[8881, 3873, 7248, 7506]",3
6761,9644,"[9598, 9638]","[6761, 9598, 9638, 9644]",3
8109,9656,"[9015, 9035]","[8109, 9015, 9035, 9656]",3
3566,2446,"[6541, 8712, 9603]","[3566, 6541, 8712, 9603, 2446]",4
8960,5750,"[10137, 2007, 9560]","[8960, 10137, 2007, 9560, 5750]",4
4278,5853,"[1570, 5707]","[4278, 1570, 5707, 5853]",3
7647,5461,"[4577, 3339, 8726, 2179]","[7647, 4577, 3339, 8726, 2179, 5461]",5
941,9715,"[2105, 9598]","[941, 2105, 9598, 9715]",3
8668,2086,"[1578, 9895, 9527, 276]","[8668, 1578, 9895, 9527, 276, 2086]",5
9908,1690,"[8250, 660]","[9908, 8250, 660, 1690]",3
6853,7395,"[9127, 3591, 4970, 6326, 6489]","[6853, 9127, 3591, 4970, 6326, 6489, 7395]",6
6355,7901,"[10005, 4879]","[6355, 10005, 4879, 7901]",3
10083,9331,"[9338, 6782, 4928, 3545, 5944]","[10083, 9338, 6782, 4928, 3545, 5944, 9331]",6
4659,10167,"[2908, 3632, 9126, 97, 9303]","[4659, 2908, 3632, 9126, 97, 9303, 10167]",6
3597,84,"[8286, 7700]","[3597, 8286, 7700, 84]",3
3418,3095,"[3944, 9194, 10119, 1984, 7979]","[3418, 3944, 9194, 10119, 1984, 7979, 3095]",6
4448,5042,"[6567, 8428, 10048]","[4448, 6567, 8428, 10048, 5042]",4
5462,9941,"[9249, 9373, 3945, 3995, 6397]","[5462, 9249, 9373, 3945, 3995, 6397, 9941]",6
5489,3487,"[7094, 3049, 5881]","[5489, 7094, 3049, 5881, 3487]",4
7263,10196,"[9534, 10102]","[7263, 9534, 10102, 10196]",3
8545,6784,"[555, 1322, 7926, 1759, 5965]","[8545, 555, 1322, 7926, 1759, 5965, 6784]",6
7416,2411,"[9392, 9468, 7762, 8573, 1111]","[7416, 9392, 9468, 7762, 8573, 1111, 2411]",6
8810,8388,"[1111, 4260, 7871, 813, 6032]","[8810, 1111, 4260, 7871, 813, 6032, 8388]",6
8583,7979,"[9829, 8296, 9461]","[8583, 9829, 8296, 9461, 7979]",4
9251,8940,"[6624, 423, 9135, 1996, 5200]","[9251, 6624, 423, 9135, 1996, 5200, 8940]",6
1685,644,"[876, 2972, 6720, 6924, 3632]","[1685, 876, 2972, 6720, 6924, 3632, 644]",6
9796,7093,"[5241, 6347, 5047, 7373, 6191]","[9796, 5241, 6347, 5047, 7373, 6191, 7093]",6
9890,4771,"[884, 1732, 8732, 9698, 5534]","[9890, 884, 1732, 8732, 9698, 5534, 4771]",6
895,505,"[5133, 6397, 9992, 10046, 8888]","[895, 5133, 6397, 9992, 10046, 8888, 505]",6
5331,5582,"[7900, 3113, 364]","[5331, 7900, 3113, 364, 5582]",4
7137,6086,"[3224, 7428, 7629, 9543, 8660]","[7137, 3224, 7428, 7629, 9543, 8660, 6086]",6
9997,9791,"[10167, 8501]","[9997, 10167, 8501, 9791]",3
1983,8935,"[3199, 3375, 6824]","[1983, 3199, 3375, 6824, 8935]",4
2215,9036,"[5462, 8296, 8347]","[2215, 5462, 8296, 8347, 9036]",4
4145,4788,"[2127, 3156, 8330, 8873, 9884]","[4145, 2127, 3156, 8330, 8873, 9884, 4788]",6
7866,9612,"[7923, 8296]","[7866, 7923, 8296, 9612]",3
9770,4585,"[1270, 1500, 1832, 5238, 2098]","[9770, 1270, 1500, 1832, 5238, 2098, 4585]",6
9620,4966,"[9843, 6232]","[9620, 9843, 6232, 4966]",3
8738,9881,"[2749, 1417]","[8738, 2749, 1417, 9881]",3
2979,9684,"[10075, 7292, 1053, 9597, 4890]","[2979, 10075, 7292, 1053, 9597, 4890, 9684]",6
2893,8545,"[2379, 4102]","[2893, 2379, 4102, 8545]",3
1783,3632,"[3364, 117, 2412, 9126, 837]","[1783, 3364, 117, 2412, 9126, 837, 3632]",6
6153,2391,"[7723, 3820, 5241, 6678, 9339]","[6153, 7723, 3820, 5241, 6678, 9339, 2391]",6
7213,5881,"[1915, 4755, 7375, 8581]","[7213, 1915, 4755, 7375, 8581, 5881]",5
10188,2957,"[8923, 9010, 9506, 7376, 6461]","[10188, 8923, 9010, 9506, 7376, 6461, 2957]",6
848,9377,"[6898, 1984, 6960, 10195]","[848, 6898, 1984, 6960, 10195, 9377]",5
9186,5965,"[1079, 2460, 5720]","[9186, 1079, 2460, 5720, 5965]",4
268,5615,"[6874, 3820, 1655, 7242, 137]","[268, 6874, 3820, 1655, 7242, 137, 5615]",6
5843,5,"[7543, 9738]","[5843, 7543, 9738, 5]",3
9878,311,"[3179, 7943, 3168, 488, 2040]","[9878, 3179, 7943, 3168, 488, 2040, 311]",6
199,1393,"[7243, 8480]","[199, 7243, 8480, 1393]",3
4991,9822,"[6993, 4926, 3430]","[4991, 6993, 4926, 3430, 9822]",4
3382,9751,"[3588, 8758, 9518]","[3382, 3588, 8758, 9518, 9751]",4
3874,8107,"[8250, 8366, 5594]","[3874, 8250, 8366, 5594, 8107]",4
1973,10196,"[2885, 7631, 9234, 9334, 10081]","[1973, 2885, 7631, 9234, 9334, 10081, 10196]",6
8293,9612,"[9929, 368, 2267, 6779, 8434]","[8293, 9929, 368, 2267, 6779, 8434, 9612]",6
8495,9696,"[9553, 8213, 8706, 9567, 9591]","[8495, 9553, 8213, 8706, 9567, 9591, 9696]",6
3260,1464,"[3892, 401, 6743, 9869, 3844]","[3260, 3892, 401, 6743, 9869, 3844, 1464]",6
7819,8192,"[8005, 8006, 8668, 8698, 7395]","[7819, 8005, 8006, 8668, 8698, 7395, 8192]",6
8187,644,"[8642, 3632]","[8187, 8642, 3632, 644]",3
2027,8417,"[3217, 7701]","[2027, 3217, 7701, 8417]",3
107,9963,"[9430, 1627, 7722]","[107, 9430, 1627, 7722, 9963]",4
4098,6262,"[6037, 9571, 5763, 3209, 4123]","[4098, 6037, 9571, 5763, 3209, 4123, 6262]",6
4505,4411,"[8936, 7424, 8673, 3909]","[4505, 8936, 7424, 8673, 3909, 4411]",5
3176,4837,"[5400, 8649, 10186]","[3176, 5400, 8649, 10186, 4837]",4
7011,6285,"[9880, 6979, 2939, 5866]","[7011, 9880, 6979, 2939, 5866, 6285]",5
5375,8373,"[5803, 6698, 7258]","[5375, 5803, 6698, 7258, 8373]",4
1619,2847,"[3529, 4469, 8348, 8879, 1800]","[1619, 3529, 4469, 8348, 8879, 1800, 2847]",6
7171,3298,"[97, 1213]","[7171, 97, 1213, 3298]",3
8997,3190,"[8296, 10092, 1914]","[8997, 8296, 10092, 1914, 3190]",4
8091,6463,"[4063, 9876]","[8091, 4063, 9876, 6463]",3
1104,10196,"[2909, 9032, 10156]","[1104, 2909, 9032, 10156, 10196]",4
3125,8660,"[7257, 2386, 8250, 9639]","[3125, 7257, 2386, 8250, 9639, 8660]",5
1157,8772,"[5303, 7899, 7979, 7792]","[1157, 5303, 7899, 7979, 7792, 8772]",5
6551,8085,"[6867, 8723, 862]","[6551, 6867, 8723, 862, 8085]",4
3012,3140,"[4850, 5781, 8906]","[3012, 4850, 5781, 8906, 3140]",4
8378,2759,"[5616, 9891]","[8378, 5616, 9891, 2759]",3
8802,10175,"[3487, 9957, 4455, 9989, 10158]","[8802, 3487, 9957, 4455, 9989, 10158, 10175]",6
5869,1896,"[6262, 6968, 3632, 643, 7221]","[5869, 6262, 6968, 3632, 643, 7221, 1896]",6
6791,8232,"[7700, 2446, 5594]","[6791, 7700, 2446, 5594, 8232]",4
4882,9128,"[5406, 5583, 4806, 5417]","[4882, 5406, 5583, 4806, 5417, 9128]",5
3666,4627,"[6850, 9068, 6706, 2519, 4129]","[3666, 6850, 9068, 6706, 2519, 4129, 4627]",6
845,8454,"[4339, 5467]","[845, 4339, 5467, 8454]",3
5701,10196,"[8826, 10081]","[5701, 8826, 10081, 10196]",3
6957,7536,"[8216, 7647, 8125, 8734, 5304]","[6957, 8216, 7647, 8125, 8734, 5304, 7536]",6
4318,4450,"[4625, 3867, 8783]","[4318, 4625, 3867, 8783, 4450]",4
3178,4732,"[7465, 8847, 1894, 1340, 2729]","[3178, 7465, 8847, 1894, 1340, 2729, 4732]",6
1618,9556,"[2466, 2610, 4806, 8704]","[1618, 2466, 2610, 4806, 8704, 9556]",5
2925,9699,"[5494, 7894, 8354, 8696]","[2925, 5494, 7894, 8354, 8696, 9699]",5
1002,960,"[5734, 9892, 5645, 462]","[1002, 5734, 9892, 5645, 462, 960]",5
4777,5228,"[6097, 7179, 7712, 8330, 4728]","[4777, 6097, 7179, 7712, 8330, 4728, 5228]",6
1861,2603,"[3340, 463]","[1861, 3340, 463, 2603]",3
7709,2867,"[5674, 1035]","[7709, 5674, 1035, 2867]",3
6979,7457,"[2638, 5241, 8186, 3199]","[6979, 2638, 5241, 8186, 3199, 7457]",5
3470,137,"[1525, 3082, 9383, 9816]","[3470, 1525, 3082, 9383, 9816, 137]",5
1632,9827,"[9327, 9494]","[1632, 9327, 9494, 9827]",3
5324,4241,"[5902, 328, 9095, 4198, 9560]","[5324, 5902, 328, 9095, 4198, 9560, 4241]",6
7551,74,"[9539, 7595]","[7551, 9539, 7595, 74]",3
3829,311,"[4726, 4857, 8006]","[3829, 4726, 4857, 8006, 311]",4
7881,3407,"[8480, 3339]","[7881, 8480, 3339, 3407]",3
9678,7653,"[1061, 4130, 9927, 3254]","[9678, 1061, 4130, 9927, 3254, 7653]",5
5119,1885,"[6591, 9784, 5352, 8975]","[5119, 6591, 9784, 5352, 8975, 1885]",5
9218,8595,"[8154, 9390, 3024, 9342, 6896]","[9218, 8154, 9390, 3024, 9342, 6896, 8595]",6
465,6701,"[9194, 7393, 6240]","[465, 9194, 7393, 6240, 6701]",4
1697,3835,"[1169, 960, 5499, 7723, 876]","[1697, 1169, 960, 5499, 7723, 876, 3835]",6
3220,6691,"[7685, 2381]","[3220, 7685, 2381, 6691]",3
3195,1998,"[1280, 6385, 311, 715]","[3195, 1280, 6385, 311, 715, 1998]",5
5778,8746,"[1708, 1414, 10026, 394, 4928]","[5778, 1708, 1414, 10026, 394, 4928, 8746]",6
1435,639,"[3712, 571, 6303]","[1435, 3712, 571, 6303, 639]",4
4154,8104,"[193, 2218, 9739]","[4154, 193, 2218, 9739, 8104]",4
4133,7213,"[5301, 9172]","[4133, 5301, 9172, 7213]",3
9301,2840,"[9304, 9996, 3049, 6086]","[9301, 9304, 9996, 3049, 6086, 2840]",5
442,5534,"[8556, 9121, 1152, 5622, 8314]","[442, 8556, 9121, 1152, 5622, 8314, 5534]",6
2466,9902,"[4895, 7242, 2998, 2876, 3695]","[2466, 4895, 7242, 2998, 2876, 3695, 9902]",6
4219,147,"[9826, 643, 283, 4409]","[4219, 9826, 643, 283, 4409, 147]",5
8432,6621,"[6824, 2893, 2867, 5845]","[8432, 6824, 2893, 2867, 5845, 6621]",5
9554,10196,"[8501, 9916, 10078]","[9554, 8501, 9916, 10078, 10196]",4
2636,4830,"[9399, 8780, 1854]","[2636, 9399, 8780, 1854, 4830]",4
209,7966,"[2491, 5940, 3741]","[209, 2491, 5940, 3741, 7966]",4
3354,3653,"[996, 5444, 9861, 3487]","[3354, 996, 5444, 9861, 3487, 3653]",5
349,9327,"[1829, 1865, 3041, 7786, 8327]","[349, 1829, 1865, 3041, 7786, 8327, 9327]",6
4444,9861,"[5396, 9996, 1125]","[4444, 5396, 9996, 1125, 9861]",4
2060,7463,"[7789, 9221, 10021, 1236, 5699]","[2060, 7789, 9221, 10021, 1236, 5699, 7463]",6
5578,4,"[5721, 8396, 8760]","[5578, 5721, 8396, 8760, 4]",4
7615,3892,"[9029, 1465]","[7615, 9029, 1465, 3892]",3
1864,9739,"[1828, 6276, 6220]","[1864, 1828, 6276, 6220, 9739]",4
8597,9282,"[10157, 9393, 9987, 5620, 9065]","[8597, 10157, 9393, 9987, 5620, 9065, 9282]",6
5996,2944,"[7951, 9848, 1791]","[5996, 7951, 9848, 1791, 2944]",4
2075,10081,"[7079, 7092, 8097, 10078]","[2075, 7079, 7092, 8097, 10078, 10081]",5
4172,691,"[9921, 10149, 5083]","[4172, 9921, 10149, 5083, 691]",4
10013,4755,"[4351, 5624, 7059, 5594, 3545]","[10013, 4351, 5624, 7059, 5594, 3545, 4755]",6
9311,7997,"[9895, 1675, 3917]","[9311, 9895, 1675, 3917, 7997]",4
5784,9240,"[8820, 5944, 2047]","[5784, 8820, 5944, 2047, 9240]",4
2041,4371,"[8189, 5859, 1248, 2541]","[2041, 8189, 5859, 1248, 2541, 4371]",5
7022,7827,"[8393, 9209, 5972, 7207]","[7022, 8393, 9209, 5972, 7207, 7827]",5
7061,8250,"[10044, 9821, 7746]","[7061, 10044, 9821, 7746, 8250]",4
645,8673,"[7955, 6580]","[645, 7955, 6580, 8673]",3
4986,8750,"[5071, 9172, 7213, 1753, 9464]","[4986, 5071, 9172, 7213, 1753, 9464, 8750]",6
6981,5181,"[1438, 6233, 8819, 2506]","[6981, 1438, 6233, 8819, 2506, 5181]",5
4195,9160,"[6056, 45, 9914, 1578, 9995]","[4195, 6056, 45, 9914, 1578, 9995, 9160]",6
736,7266,"[5486, 4633, 1562]","[736, 5486, 4633, 1562, 7266]",4
8889,5241,"[10157, 4172, 7859, 9930]","[8889, 10157, 4172, 7859, 9930, 5241]",5
4880,9300,"[9462, 9933, 3741, 8186]","[4880, 9462, 9933, 3741, 8186, 9300]",5
8154,7722,"[6859, 3285]","[8154, 6859, 3285, 7722]",3
3396,5763,"[5468, 51]","[3396, 5468, 51, 5763]",3
2026,9839,"[6466, 4830, 8787, 8817]","[2026, 6466, 4830, 8787, 8817, 9839]",5
8280,9304,"[8389, 9657, 3597, 7563, 9301]","[8280, 8389, 9657, 3597, 7563, 9301, 9304]",6
3840,7792,"[768, 6574]","[3840, 768, 6574, 7792]",3
8868,643,"[9398, 3024]","[8868, 9398, 3024, 643]",3
8347,9533,"[9596, 6426, 8678]","[8347, 9596, 6426, 8678, 9533]",4
1194,1393,"[6188, 6331, 6515, 8364, 9126]","[1194, 6188, 6331, 6515, 8364, 9126, 1393]",6
1280,3919,"[9996, 4571, 10109, 4113, 7979]","[1280, 9996, 4571, 10109, 4113, 7979, 3919]",6
9053,5829,"[3465, 4029]","[9053, 3465, 4029, 5829]",3
6631,652,"[4879, 6590, 10146]","[6631, 4879, 6590, 10146, 652]",4
9039,9322,"[3116, 7052, 8825, 9150, 9221]","[9039, 3116, 7052, 8825, 9150, 9221, 9322]",6
2986,7022,"[10150, 3695, 5252, 6658]","[2986, 10150, 3695, 5252, 6658, 7022]",5
6352,8663,"[8624, 9407, 10185, 2347, 9682]","[6352, 8624, 9407, 10185, 2347, 9682, 8663]",6
8784,4175,"[3632, 643, 3153, 8480]","[8784, 3632, 643, 3153, 8480, 4175]",5
6751,1559,"[9580, 9407, 5238, 4960, 4658]","[6751, 9580, 9407, 5238, 4960, 4658, 1559]",6
3714,2893,"[5241, 626, 4316, 1393]","[3714, 5241, 626, 4316, 1393, 2893]",5
4831,960,"[9126, 1578, 6902, 8864, 876]","[4831, 9126, 1578, 6902, 8864, 876, 960]",6
7902,9944,"[7075, 2842, 8117, 8433, 9275]","[7902, 7075, 2842, 8117, 8433, 9275, 9944]",6
408,6767,"[4286, 5887, 736, 6118]","[408, 4286, 5887, 736, 6118, 6767]",5
5666,3209,"[9012, 3393, 1280, 6574]","[5666, 9012, 3393, 1280, 6574, 3209]",5
2833,8587,"[5404, 3465, 7585, 4664, 6600]","[2833, 5404, 3465, 7585, 4664, 6600, 8587]",6
4951,6771,"[7159, 5241]","[4951, 7159, 5241, 6771]",3
3249,5358,"[4794, 3736, 5534]","[3249, 4794, 3736, 5534, 5358]",4
9686,2161,"[10004, 9171, 9528]","[9686, 10004, 9171, 9528, 2161]",4
1908,8326,"[10021, 5417, 7034, 7093]","[1908, 10021, 5417, 7034, 7093, 8326]",5
9762,7622,"[3949, 9098, 6823, 8295, 2180]","[9762, 3949, 9098, 6823, 8295, 2180, 7622]",6
6784,9115,"[7770, 6720]","[6784, 7770, 6720, 9115]",3
2458,9430,"[4653, 8226]","[2458, 4653, 8226, 9430]",3
2529,4252,"[5298, 8374, 5417, 2180]","[2529, 5298, 8374, 5417, 2180, 4252]",5
4583,10045,"[6820, 6973]","[4583, 6820, 6973, 10045]",3
4929,9311,"[9477, 893, 3791]","[4929, 9477, 893, 3791, 9311]",4
2219,10196,"[2478, 5689, 9916]","[2219, 2478, 5689, 9916, 10196]",4
7150,3873,"[7949, 1984, 4470]","[7150, 7949, 1984, 4470, 3873]",4
1839,6502,"[7688, 10057, 3900, 6037]","[1839, 7688, 10057, 3900, 6037, 6502]",5
5123,7956,"[9819, 3260, 940]","[5123, 9819, 3260, 940, 7956]",4
8883,10044,"[7779, 6076, 6852, 2180, 4459]","[8883, 7779, 6076, 6852, 2180, 4459, 10044]",6
6461,9398,"[7900, 9418, 6870, 9427, 7728]","[6461, 7900, 9418, 6870, 9427, 7728, 9398]",6
6890,9198,"[5099, 7260]","[6890, 5099, 7260, 9198]",3
4495,7049,"[5589, 9353, 3142, 7830]","[4495, 5589, 9353, 3142, 7830, 7049]",5
3798,10139,"[10030, 6710, 6325, 9738]","[3798, 10030, 6710, 6325, 9738, 10139]",5
7566,246,"[311, 6720]","[7566, 311, 6720, 246]",3
6586,9623,"[9500, 9469, 5208, 4921]","[6586, 9500, 9469, 5208, 4921, 9623]",5
4714,9393,"[7784, 8538, 10157]","[4714, 7784, 8538, 10157, 9393]",4
7870,4983,"[2054, 9579, 3463, 6903]","[7870, 2054, 9579, 3463, 6903, 4983]",5
1801,10196,"[9275, 9944, 9966, 10102]","[1801, 9275, 9944, 9966, 10102, 10196]",5
9014,2075,"[9493, 367, 6890, 1494]","[9014, 9493, 367, 6890, 1494, 2075]",5
5743,3977,"[3818, 4928, 9805, 2300, 5576]","[5743, 3818, 4928, 9805, 2300, 5576, 3977]",6
1510,1369,"[6682, 8509, 6678, 7308]","[1510, 6682, 8509, 6678, 7308, 1369]",5
9055,8302,"[9579, 7056, 4957, 2021, 5706]","[9055, 9579, 7056, 4957, 2021, 5706, 8302]",6
7138,3224,"[7804, 9403]","[7138, 7804, 9403, 3224]",3
9187,369,"[193, 2461, 8846]","[9187, 193, 2461, 8846, 369]",4
9664,3646,"[1374, 3632, 8480]","[9664, 1374, 3632, 8480, 3646]",4
1468,901,"[6449, 7539, 9301, 8784]","[1468, 6449, 7539, 9301, 8784, 901]",5
1522,5845,"[7405, 9843, 605, 2260]","[1522, 7405, 9843, 605, 2260, 5845]",5
8662,7034,"[5912, 5241, 8134, 6347, 266]","[8662, 5912, 5241, 8134, 6347, 266, 7034]",6
9384,1528,"[1864, 10184, 3514, 4233, 2749]","[9384, 1864, 10184, 3514, 4233, 2749, 1528]",6
7417,9079,"[9973, 10044, 8556, 5104, 6902]","[7417, 9973, 10044, 8556, 5104, 6902, 9079]",6
9975,3024,"[684, 6631, 1473, 5072, 753]","[9975, 684, 6631, 1473, 5072, 753, 3024]",6
1116,5944,"[7194, 10097, 863]","[1116, 7194, 10097, 863, 5944]",4
1406,8556,"[6768, 7481, 8580, 9070, 2934]","[1406, 6768, 7481, 8580, 9070, 2934, 8556]",6
4353,7087,"[9211, 114, 9632, 9688, 5674]","[4353, 9211, 114, 9632, 9688, 5674, 7087]",6
1815,9404,"[7551, 8867, 9330, 4135, 2512]","[1815, 7551, 8867, 9330, 4135, 2512, 9404]",6
1591,1449,"[738, 3190, 9404, 1742]","[1591, 738, 3190, 9404, 1742, 1449]",5
5905,3024,"[3463, 266, 4630, 4072]","[5905, 3463, 266, 4630, 4072, 3024]",5
7702,1378,"[7373, 6325, 7424, 7900, 1753]","[7702, 7373, 6325, 7424, 7900, 1753, 1378]",6
7325,6017,"[7622, 9258, 9671]","[7325, 7622, 9258, 9671, 6017]",4
3608,2180,"[6133, 8309, 10078, 10081]","[3608, 6133, 8309, 10078, 10081, 2180]",5
4151,7310,"[4029, 7260]","[4151, 4029, 7260, 7310]",3
1075,9773,"[5398, 5689, 7823, 8189, 9209]","[1075, 5398, 5689, 7823, 8189, 9209, 9773]",6
180,2180,"[9691, 10177]","[180, 9691, 10177, 2180]",3
167,9869,"[4130, 4342]","[167, 4130, 4342, 9869]",3
1519,8940,"[3513, 6180]","[1519, 3513, 6180, 8940]",3
6942,4032,"[2416, 6583, 8853, 10138]","[6942, 2416, 6583, 8853, 10138, 4032]",5
4203,242,"[8824, 1811, 2936, 8124, 2027]","[4203, 8824, 1811, 2936, 8124, 2027, 242]",6
4445,2347,"[7530, 9567, 10185]","[4445, 7530, 9567, 10185, 2347]",4
472,4687,"[7087, 9408, 7700]","[472, 7087, 9408, 7700, 4687]",4
8283,4621,"[9126, 2416]","[8283, 9126, 2416, 4621]",3
3281,1741,"[6416, 9586]","[3281, 6416, 9586, 1741]",3
2366,9995,"[7939, 6620, 6115, 3546]","[2366, 7939, 6620, 6115, 3546, 9995]",5
4111,3019,"[8741, 3632, 8480, 4683, 9843]","[4111, 8741, 3632, 8480, 4683, 9843, 3019]",6
8866,1264,"[9940, 965, 4277]","[8866, 9940, 965, 4277, 1264]",4
1319,8873,"[3105, 6794, 9468]","[1319, 3105, 6794, 9468, 8873]",4
9116,9484,"[6982, 7563, 4670, 9365]","[9116, 6982, 7563, 4670, 9365, 9484]",5
